gene	p_val	avg_logFC	avg_FC	pct.1	pct.2	p_val_adj	cluster		
TRAPPC1	4.44E-304	0.311458487	1.240961612	0.447	0.096	9.19E-300	5		
CD69	1.10E-300	0.299509234	1.230725683	0.301	0.044	2.28E-296	5		
SRSF5	5.09E-293	0.387236207	1.307885466	0.604	0.178	1.05E-288	5		
SKIL	3.68E-291	0.363463943	1.286511134	0.466	0.112	7.62E-287	5		
BRI3	4.49E-289	0.711676569	1.637706205	0.871	0.537	9.30E-285	5		
STK4	1.20E-288	0.254896063	1.193249774	0.356	0.064	2.48E-284	5		
CHMP1B	3.64E-285	0.444086341	1.360452269	0.421	0.097	7.55E-281	5		
AKAP13	1.63E-283	0.345910313	1.270952676	0.491	0.125	3.37E-279	5		
JUND	3.01E-282	0.620533352	1.537443456	0.814	0.359	6.24E-278	5		
ZFP36	2.29E-281	0.556166496	1.470357015	0.617	0.207	4.74E-277	5		
GPCPD1	1.33E-276	0.268429068	1.204495554	0.299	0.049	2.75E-272	5		
HIF1A	1.34E-275	0.478482866	1.393277729	0.61	0.204	2.78E-271	5		
PNRC1	2.59E-270	0.597159442	1.51273517	0.646	0.237	5.36E-266	5		
CD44	1.48E-268	0.530678376	1.444608312	0.712	0.282	3.07E-264	5		
IFI6	5.33E-267	0.892054582	1.855817163	0.741	0.336	1.10E-262	5		
UCP2	3.81E-265	0.323500221	1.251362886	0.409	0.093	7.90E-261	5		
OSBPL8	8.19E-265	0.395556619	1.315450188	0.455	0.116	1.70E-260	5		
ARPC3	2.52E-263	0.513046748	1.427060746	0.918	0.632	5.22E-259	5		
JUNB	8.07E-259	0.747217496	1.678552309	0.759	0.349	1.67E-254	5		
CNDP2	4.46E-254	0.257241247	1.195191047	0.331	0.064	9.23E-250	5		
ATF3	5.00E-253	0.453872311	1.369711745	0.455	0.119	1.03E-248	5		
ARPC4	5.99E-251	0.319102471	1.24755418	0.485	0.132	1.24E-246	5		
TAOK3	5.97E-247	0.297827971	1.229292276	0.402	0.096	1.24E-242	5		
ADAM8	2.38E-246	0.294787444	1.22670423	0.299	0.055	4.93E-242	5		
LAP3	8.06E-246	0.340254343	1.265979763	0.454	0.121	1.67E-241	5		
IFNGR2	2.69E-245	0.274059201	1.209205295	0.374	0.084	5.58E-241	5		
HLA-DQB1	1.41E-243	0.890177211	1.853403769	0.701	0.32	2.92E-239	5		
ATP6V1G1	2.65E-242	0.420784077	1.338654891	0.642	0.236	5.49E-238	5		
CNPY3	3.31E-239	0.293520592	1.225627516	0.422	0.107	6.86E-235	5		
CD164	6.20E-235	0.358555011	1.282141074	0.548	0.179	1.28E-230	5		
RNH1	8.87E-235	0.306201249	1.236447728	0.487	0.14	1.84E-230	5		
EFHD2	2.86E-232	0.368148061	1.290694946	0.549	0.179	5.91E-228	5		
MEF2A	3.10E-232	0.272177525	1.207629183	0.357	0.081	6.42E-228	5		
GABARAPL1	4.78E-231	0.257580521	1.19547215	0.306	0.06	9.91E-227	5		
KTN1	1.08E-230	0.332971415	1.259605022	0.532	0.166	2.23E-226	5		
REEP5	3.58E-228	0.330809818	1.257719163	0.494	0.149	7.42E-224	5		
MCL1	6.72E-228	0.502079802	1.416253775	0.72	0.315	1.39E-223	5		
RAC2	7.23E-228	0.262061071	1.199190676	0.368	0.084	1.50E-223	5		
REL	3.71E-225	0.445486033	1.36177281	0.517	0.171	7.69E-221	5		
HSP90AA1	1.79E-224	0.834075649	1.782714468	0.941	0.809	3.71E-220	5		
YWHAB	4.93E-224	0.440889416	1.357440927	0.711	0.306	1.02E-219	5		
VASP	1.08E-223	0.377189917	1.298809568	0.486	0.149	2.24E-219	5		
MBD2	2.05E-223	0.254255332	1.192719944	0.362	0.084	4.24E-219	5		
MX1	4.69E-220	0.388478508	1.309012168	0.36	0.087	9.71E-216	5		
ABRACL	8.62E-218	0.254834684	1.193199009	0.368	0.088	1.79E-213	5		
CAP1	1.56E-216	0.45320077	1.369074325	0.695	0.297	3.22E-212	5		
SOCS3	1.96E-216	0.432181885	1.34927263	0.514	0.169	4.05E-212	5		
RPS27L	2.43E-216	0.438914015	1.355583531	0.616	0.231	5.04E-212	5		
ANP32B	1.17E-215	0.336100554	1.262340012	0.517	0.164	2.42E-211	5		
NR4A1	7.30E-215	0.325379529	1.25299402	0.36	0.087	1.51E-210	5		
PEA15	1.77E-214	0.274995114	1.209989991	0.313	0.067	3.66E-210	5		
SELENOT	4.34E-211	0.274303105	1.209409741	0.434	0.123	8.99E-207	5		
S100A11	1.11E-209	0.492223844	1.406611428	0.99	0.976	2.30E-205	5		
SAT1	1.24E-209	0.630226007	1.547807448	0.961	0.898	2.57E-205	5		
XRN2	1.25E-209	0.251497514	1.19044215	0.385	0.098	2.58E-205	5		
HLA-A	1.37E-209	0.523637808	1.437575581	0.977	0.91	2.83E-205	5		
GSN	4.23E-209	0.426011037	1.343513704	0.508	0.171	8.76E-205	5		
ANXA1	5.81E-209	0.593506393	1.508909619	0.726	0.331	1.20E-204	5		
NRP1	1.91E-208	0.309229395	1.239045696	0.402	0.111	3.96E-204	5		
VDAC1	5.45E-208	0.322827768	1.25077975	0.509	0.164	1.13E-203	5		
STXBP2	6.72E-208	0.273909743	1.209080031	0.304	0.065	1.39E-203	5		
AP2M1	1.36E-206	0.272628398	1.208006651	0.451	0.131	2.82E-202	5		
PAPOLA	5.58E-205	0.261125668	1.198413406	0.399	0.107	1.16E-200	5		
SIVA1	6.40E-205	0.258839238	1.196515626	0.391	0.103	1.33E-200	5		
PSMB9	7.40E-204	0.284582249	1.218057508	0.406	0.11	1.53E-199	5		
IVNS1ABP	3.21E-203	0.286043153	1.219291564	0.368	0.095	6.65E-199	5		
SP110	3.58E-203	0.250485919	1.189607723	0.344	0.083	7.42E-199	5		
GNG5	7.82E-200	0.42503888	1.342608685	0.754	0.361	1.62E-195	5		
SOD2	5.53E-196	0.553543383	1.467686036	0.545	0.206	1.15E-191	5		
PLEKHB2	6.62E-196	0.257521871	1.195423552	0.371	0.098	1.37E-191	5		
CTSC	1.77E-194	0.61238813	1.528787757	0.738	0.368	3.66E-190	5		
ACTR2	6.32E-193	0.37462746	1.296504722	0.646	0.272	1.31E-188	5		
HERPUD1	1.08E-192	0.455019811	1.370801629	0.526	0.195	2.23E-188	5		
SF3B5	3.04E-192	0.271537761	1.207093777	0.451	0.137	6.30E-188	5		
CFL1	3.63E-192	0.499347318	1.41357391	0.91	0.758	7.52E-188	5		
HEXA	1.43E-191	0.27207119	1.207540176	0.398	0.114	2.96E-187	5		
MAP1LC3B	8.12E-191	0.293445359	1.225563605	0.463	0.146	1.68E-186	5		
BNIP3L	2.15E-189	0.330825907	1.257733189	0.46	0.149	4.45E-185	5		
ARPC1B	3.45E-184	0.359136799	1.282658221	0.622	0.257	7.14E-180	5		
KLF6	5.79E-183	0.519491433	1.433449851	0.591	0.241	1.20E-178	5		
PSAP	9.36E-183	0.650297443	1.569491748	0.863	0.732	1.94E-178	5		
RPL36AL	9.42E-183	0.363326984	1.286389008	0.704	0.312	1.95E-178	5		
CLTA	3.35E-180	0.319399131	1.247810739	0.574	0.219	6.94E-176	5		
GLRX	3.95E-179	0.325155871	1.252799785	0.524	0.187	8.17E-175	5		
HMGB2	4.11E-179	0.310894031	1.240476179	0.318	0.079	8.51E-175	5		
TPM4	6.73E-177	0.403431199	1.322649865	0.652	0.284	1.39E-172	5		
DAZAP2	1.33E-176	0.27408848	1.209229835	0.477	0.161	2.76E-172	5		
ANKRD36B	1.55E-176	0.316184829	1.245033731	0.31	0.08	3.21E-172	5		
SUMO3	9.37E-175	0.258639454	1.196349944	0.443	0.142	1.94E-170	5		
RGS10	1.80E-173	0.328557645	1.255757285	0.542	0.205	3.73E-169	5		
LAMTOR1	4.25E-173	0.282683258	1.216455258	0.517	0.186	8.80E-169	5		
SERF2	7.73E-173	0.383738783	1.304718692	0.98	0.953	1.60E-168	5		
UBE2B	4.90E-172	0.250464233	1.189589842	0.423	0.132	1.02E-167	5		
FCGRT	6.49E-172	0.502428751	1.41659637	0.784	0.435	1.35E-167	5		
ATP5F1D	4.87E-169	0.279435871	1.213720197	0.523	0.191	1.01E-164	5		
ARF6	7.46E-169	0.256806897	1.194831268	0.396	0.121	1.55E-164	5		
MSN	3.49E-168	0.353128201	1.277327261	0.603	0.255	7.22E-164	5		
DNMT1	9.32E-168	0.267198503	1.203468602	0.331	0.09	1.93E-163	5		
ZFAND5	3.38E-167	0.352588661	1.276849654	0.5	0.188	6.99E-163	5		
ALDH2	1.52E-165	0.305550883	1.235890463	0.393	0.123	3.16E-161	5		
DNAJA1	5.15E-164	0.339667905	1.265465262	0.503	0.186	1.07E-159	5		
PSMB8	9.90E-164	0.250313169	1.189465287	0.411	0.129	2.05E-159	5		
DBI	3.22E-161	0.377635627	1.299210887	0.666	0.3	6.67E-157	5		
PSMB1	1.03E-160	0.265726654	1.20224144	0.503	0.182	2.14E-156	5		
ARPC2	1.14E-157	0.403083825	1.322331434	0.897	0.77	2.36E-153	5		
TGOLN2	4.28E-157	0.295870745	1.227625693	0.521	0.205	8.86E-153	5		
LGMN	3.03E-155	0.3718504	1.294011465	0.348	0.106	6.27E-151	5		
PTMS	1.14E-154	0.274560804	1.20962579	0.468	0.162	2.37E-150	5		
RHOA	1.71E-154	0.353323801	1.277500451	0.788	0.413	3.54E-150	5		
PTPRE	2.93E-154	0.251909747	1.190782354	0.334	0.098	6.08E-150	5		
UPP1	2.99E-154	0.420004534	1.337931759	0.605	0.278	6.19E-150	5		
DNAJC8	2.97E-153	0.261252949	1.19851914	0.491	0.181	6.14E-149	5		
DDX24	1.10E-152	0.280192629	1.214357015	0.489	0.183	2.28E-148	5		
NEAT1	1.89E-152	0.465678659	1.380966822	0.971	0.941	3.91E-148	5		
CDV3	5.01E-151	0.337873457	1.263892234	0.596	0.265	1.04E-146	5		
CTSD	8.53E-151	0.97100298	1.96020288	0.834	0.835	1.77E-146	5		
COX8A	3.37E-150	0.339171659	1.265030053	0.698	0.342	6.97E-146	5		
RBPJ	6.69E-147	0.302553887	1.23332574	0.521	0.21	1.39E-142	5		
CLIC1	1.88E-146	0.385704571	1.306497687	0.847	0.624	3.89E-142	5		
RNF149	2.35E-145	0.298823705	1.230141014	0.463	0.178	4.87E-141	5		
TNFAIP3	4.02E-145	0.304108142	1.234655151	0.342	0.104	8.33E-141	5		
H3F3A	2.83E-144	0.369090653	1.291538503	0.967	0.9	5.86E-140	5		
LAMP1	8.97E-141	0.304338335	1.234852166	0.464	0.183	1.86E-136	5		
SLC25A5	7.90E-140	0.275345986	1.210284304	0.5	0.197	1.64E-135	5		
LRPAP1	7.60E-138	0.339081836	1.264951294	0.502	0.211	1.57E-133	5		
FOSB	6.67E-134	0.444737119	1.361066087	0.586	0.262	1.38E-129	5		
NOP10	1.01E-132	0.272250321	1.207690119	0.524	0.22	2.09E-128	5		
ATP6AP2	6.20E-132	0.288063635	1.221000368	0.559	0.252	1.28E-127	5		
POMP	1.43E-131	0.309245472	1.239059503	0.724	0.376	2.97E-127	5		
EIF5	7.59E-127	0.266928464	1.203243362	0.477	0.194	1.57E-122	5		
ATP5F1E	7.91E-127	0.327226785	1.254599406	0.926	0.794	1.64E-122	5		
STAT1	1.24E-125	0.258355182	1.196114236	0.387	0.14	2.57E-121	5		
EIF2AK2	3.77E-125	0.250043302	1.189242809	0.395	0.146	7.80E-121	5		
UBB	5.07E-125	0.413820415	1.332208983	0.714	0.38	1.05E-120	5		
COX7B	2.14E-124	0.256829899	1.194850318	0.554	0.246	4.43E-120	5		
SEC62	2.40E-123	0.285455035	1.218794619	0.506	0.222	4.97E-119	5		
MTPN	1.54E-121	0.255175561	1.193480969	0.51	0.221	3.18E-117	5		
MYL6	1.10E-117	0.316711404	1.245488243	0.963	0.917	2.28E-113	5		
GADD45B	9.79E-117	0.358239133	1.28186038	0.483	0.211	2.03E-112	5		
DDX3X	1.01E-116	0.26795075	1.204096276	0.514	0.226	2.09E-112	5		
SCAF11	3.16E-112	0.25036271	1.189506133	0.503	0.225	6.55E-108	5		
RBM39	2.87E-111	0.253767791	1.192316948	0.524	0.24	5.95E-107	5		
TSPO	3.59E-110	0.374043217	1.295979787	0.822	0.662	7.43E-106	5		
TIMP2	4.03E-109	0.282601593	1.216386401	0.579	0.283	8.36E-105	5		
NDUFB2	4.07E-106	0.267208492	1.203476934	0.615	0.315	8.43E-102	5		
DYNLL1	6.03E-106	0.302434565	1.233223738	0.712	0.4	1.25E-101	5		
SKP1	1.07E-105	0.251372898	1.190339328	0.62	0.311	2.22E-101	5		
PGAM1	2.06E-105	0.254859458	1.193219499	0.499	0.229	4.26E-101	5		
ATP6V0E1	3.90E-105	0.316786652	1.245553207	0.809	0.593	8.07E-101	5		
PSME2	4.61E-105	0.258737637	1.196431365	0.48	0.214	9.55E-101	5		
HMGN2	1.32E-103	0.346078939	1.271101238	0.581	0.288	2.74E-99	5		
CD81	3.10E-102	0.408198254	1.327027487	0.807	0.695	6.42E-98	5		
DEK	1.70E-101	0.279420599	1.213707349	0.54	0.261	3.53E-97	5		
PSMA7	1.57E-100	0.30244609	1.23323359	0.704	0.401	3.25E-96	5		
FN1	9.29E-96	0.413075537	1.331521327	0.638	0.362	1.92E-91	5		
EGR1	9.49E-94	0.401848327	1.321199498	0.387	0.173	1.97E-89	5		
ANXA5	1.77E-90	0.317290334	1.245988139	0.808	0.636	3.67E-86	5		
CXCL2	1.89E-90	0.491742929	1.40614262	0.481	0.236	3.91E-86	5		
GCHFR	2.47E-90	0.509394395	1.423452543	0.41	0.198	5.11E-86	5		
LRRFIP1	3.14E-90	0.258325869	1.196089933	0.646	0.362	6.51E-86	5		
TXNIP	6.95E-87	0.56293211	1.477268545	0.827	0.782	1.44E-82	5		
ACTB	3.18E-85	0.380222114	1.301542222	0.993	0.992	6.59E-81	5		
G0S2	7.23E-84	0.845143041	1.796442851	0.421	0.21	1.50E-79	5		
VAMP8	1.13E-82	0.300933838	1.231941576	0.784	0.596	2.33E-78	5		
CAST	1.53E-79	0.255780268	1.193981322	0.576	0.318	3.17E-75	5		
SLC16A3	4.13E-79	0.25017367	1.189350279	0.612	0.343	8.56E-75	5		
H3F3B	1.14E-77	0.305793253	1.236098108	0.962	0.955	2.36E-73	5		
PPP1R15A	7.41E-74	0.252578332	1.191334323	0.474	0.24	1.53E-69	5		
ISG15	2.64E-66	0.552536391	1.466661957	0.577	0.359	5.48E-62	5		
CSTB	2.16E-52	0.891142044	1.854643687	0.74	0.724	4.47E-48	5		
CCL20	1.97E-50	0.45752416	1.373183246	0.262	0.122	4.07E-46	5		
RNASE1	8.98E-48	0.700503159	1.625071459	0.363	0.214	1.86E-43	5		
LGALS1	3.64E-43	0.268808923	1.204812734	0.935	0.886	7.54E-39	5		
NUPR1	5.90E-38	0.548409865	1.462472873	0.378	0.237	1.22E-33	5		
TUBA1B	2.74E-24	0.282918456	1.216653589	0.668	0.532	5.67E-20	5		
CEBPD	1.04E-23	0.25223038	1.191047029	0.629	0.533	2.15E-19	5		
MT2A	4.85E-11	0.339903156	1.26567163	0.419	0.326	1.00E-06	5		
TIMP1	1.91E-09	0.382958719	1.304013422	0.726	0.794	3.96E-05	5		
RPS8	1.88E-133	0.358574262	1.282158183	0.998	0.997	3.89E-129	6		
RPL8	3.39E-122	0.345170017	1.270300675	0.998	0.996	7.01E-118	6		
EEF1A1	4.14E-121	0.31824611	1.246813871	1	1	8.58E-117	6		
GAPDH	6.56E-118	0.407574983	1.32645431	0.998	0.989	1.36E-113	6		
RPS20	1.33E-116	0.341908751	1.267432356	0.998	0.991	2.76E-112	6		
RPL13A	2.69E-102	0.309551407	1.239322284	0.998	0.996	5.57E-98	6		
RPS18	2.48E-99	0.31265747	1.241993368	0.999	0.998	5.14E-95	6		
RPL30	1.79E-95	0.311273705	1.240802678	0.998	0.997	3.70E-91	6		
RPS24	1.63E-94	0.30077639	1.231807135	0.999	0.996	3.39E-90	6		
RPL7	5.65E-93	0.31526922	1.244243819	0.998	0.986	1.17E-88	6		
RPS25	1.41E-92	0.30074062	1.231776594	0.998	0.987	2.91E-88	6		
RPL37	2.83E-92	0.322870384	1.250816698	0.998	0.988	5.87E-88	6		
RPL31	1.78E-90	0.355008743	1.278993332	0.986	0.92	3.69E-86	6		
RPL23A	4.42E-88	0.294228179	1.226228787	0.996	0.987	9.15E-84	6		
RPL3	4.85E-88	0.313484735	1.242705752	0.997	0.988	1.00E-83	6		
RPS3A	1.08E-85	0.307943008	1.237941387	0.998	0.992	2.24E-81	6		
S100A10	5.73E-83	0.346822267	1.271756323	0.995	0.982	1.19E-78	6		
RPL32	3.64E-82	0.284528255	1.218011922	0.998	0.992	7.53E-78	6		
RPL23	3.73E-81	0.286629933	1.219787582	0.998	0.987	7.74E-77	6		
RPLP2	1.67E-78	0.274533117	1.209602576	0.996	0.996	3.46E-74	6		
RPL13	4.10E-77	0.255744741	1.19395192	0.999	0.999	8.49E-73	6		
RPL11	1.90E-75	0.267090812	1.203378771	0.999	0.995	3.94E-71	6		
RPL14	6.28E-75	0.28634676	1.219548184	0.994	0.979	1.30E-70	6		
RPS4X	2.51E-74	0.272575519	1.207962375	0.999	0.992	5.19E-70	6		
RPL27	3.25E-74	0.292266516	1.224562591	0.994	0.973	6.73E-70	6		
RPS11	3.85E-73	0.274374767	1.209469817	0.999	0.99	7.97E-69	6		
RPL12	7.05E-72	0.283260199	1.216941822	0.995	0.979	1.46E-67	6		
RPS27	3.28E-71	0.267251209	1.203512569	0.998	0.994	6.80E-67	6		
RPL38	7.94E-71	0.296326722	1.228013756	0.989	0.965	1.64E-66	6		
RPL34	1.14E-70	0.269683367	1.205543214	0.996	0.983	2.36E-66	6		
RPL27A	4.86E-69	0.25621929	1.194344714	0.997	0.991	1.01E-64	6		
RPLP0	7.62E-69	0.294069902	1.226094266	0.986	0.972	1.58E-64	6		
RPL22	2.43E-68	0.296274073	1.227968943	0.992	0.969	5.03E-64	6		
RPL37A	2.71E-67	0.277142296	1.211792176	0.998	0.985	5.60E-63	6		
RPL5	1.24E-66	0.271690763	1.2072218	0.995	0.979	2.56E-62	6		
RPL15	6.87E-66	0.258987703	1.196638763	0.998	0.992	1.42E-61	6		
RPL36	4.34E-62	0.273578964	1.208802847	0.998	0.98	8.98E-58	6		
TPT1	4.43E-60	0.25133873	1.190311137	0.999	0.998	9.17E-56	6		
RPS12	1.20E-58	0.2759925	1.210826789	0.999	0.996	2.48E-54	6		
RPL6	6.48E-58	0.255578135	1.193814047	0.994	0.965	1.34E-53	6		
RPS13	2.90E-56	0.258517371	1.196248711	0.995	0.976	6.00E-52	6		
RPL21	5.12E-55	0.25017838	1.189354162	1	0.981	1.06E-50	6		
EEF1B2	4.64E-48	0.255484207	1.193736325	0.992	0.949	9.62E-44	6		
FTL	0	1.472719438	2.775445643	1	0.994	0	7		
C1QB	4.96E-256	0.547354277	1.461403205	0.346	0.07	1.03E-251	7		
TYROBP	4.10E-247	0.444086933	1.360452827	0.517	0.142	8.49E-243	7		
C1QA	7.86E-245	0.523927825	1.437864598	0.381	0.086	1.63E-240	7		
TMSB4X	8.56E-209	0.548760297	1.462828153	0.999	0.969	1.77E-204	7		
FTH1	2.00E-202	0.665387704	1.58599443	1	0.999	4.15E-198	7		
APOC1	8.55E-197	0.420068612	1.337991186	0.358	0.094	1.77E-192	7		
AIF1	3.06E-184	0.448152824	1.364292346	0.431	0.131	6.34E-180	7		
MT-ND3	2.15E-152	0.408172294	1.327003609	0.999	0.983	4.45E-148	7		
APOE	1.41E-151	0.502828628	1.416989068	0.476	0.204	2.93E-147	7		
HLA-DRA	2.77E-147	0.474274464	1.389219401	0.63	0.337	5.74E-143	7		
MT-ATP6	1.79E-130	0.336882393	1.263024297	1	1	3.71E-126	7		
MT-CYB	7.81E-108	0.304322216	1.234838369	1	0.998	1.62E-103	7		
MT-ND5	1.75E-106	0.338860545	1.264757282	0.99	0.926	3.63E-102	7		
MT-CO2	3.93E-98	0.278474417	1.212911608	1	1	8.14E-94	7		
MT-CO3	3.74E-94	0.277271059	1.211900336	1	1	7.75E-90	7		
HLA-DPB1	1.11E-90	0.369811018	1.292183554	0.382	0.167	2.31E-86	7		
S100A9	5.77E-79	0.338465417	1.264410935	0.521	0.303	1.19E-74	7		
CD74	3.64E-74	0.359766299	1.283218013	0.505	0.304	7.53E-70	7		
HLA-DPA1	3.54E-65	0.274532126	1.209601745	0.344	0.164	7.34E-61	7		
SH3BGRL3	1.20E-64	0.283180915	1.216874946	0.945	0.746	2.48E-60	7		
CST3	2.96E-62	0.269555483	1.205436356	0.971	0.761	6.12E-58	7		
BRI3	1.84E-61	0.353655535	1.277794235	0.706	0.55	3.81E-57	7		
OAZ1	3.37E-60	0.291488461	1.223902354	0.98	0.85	6.98E-56	7		
ATP5F1E	1.41E-56	0.268762239	1.204773748	0.959	0.791	2.92E-52	7		
S100A11	2.06E-56	0.264135418	1.200916145	0.994	0.976	4.26E-52	7		
CSTB	2.18E-51	0.310214795	1.239892287	0.904	0.712	4.52E-47	7		
NPC2	2.70E-24	0.265282989	1.201871777	0.465	0.381	5.58E-20	7		
CCL5	0	1.939611609	3.836023635	0.67	0.02	0	8		
CCL4	0	1.888262137	3.701890284	0.515	0.043	0	8		
CXCR4	0	1.553542563	2.935370404	0.847	0.062	0	8		
IL32	0	1.483643873	2.796541759	0.825	0.071	0	8		
BTG1	0	1.35533311	2.558561852	0.93	0.276	0	8		
B2M	0	1.322610366	2.501182565	1	0.972	0	8		
PTPRC	0	1.252717268	2.382898114	0.864	0.085	0	8		
CD2	0	1.069093356	2.098114419	0.678	0.014	0	8		
IL7R	0	1.017686512	2.02466962	0.436	0.035	0	8		
ZFP36L2	0	1.000791783	2.001097945	0.743	0.267	0	8		
HLA-B	0	0.983874106	1.977769239	0.946	0.649	0	8		
CD52	0	0.93630546	1.913621442	0.626	0.087	0	8		
TNFAIP3	0	0.91803008	1.889533478	0.624	0.089	0	8		
GZMA	0	0.914060628	1.884341734	0.491	0.006	0	8		
HLA-E	0	0.867876057	1.824974186	0.777	0.206	0	8		
CD3D	0	0.855318878	1.809158588	0.602	0.005	0	8		
NKG7	0	0.828735947	1.776128482	0.383	0.014	0	8		
S100A4	0	0.811352147	1.754855387	0.678	0.197	0	8		
LTB	0	0.794624269	1.734625555	0.409	0.042	0	8		
TRAC	0	0.767883551	1.702769968	0.51	0.009	0	8		
TSC22D3	0	0.764499292	1.698780309	0.624	0.193	0	8		
GZMK	0	0.756561874	1.689459626	0.384	0.004	0	8		
CD69	0	0.746365502	1.67756132	0.477	0.037	0	8		
RGS1	0	0.743700159	1.674464928	0.551	0.08	0	8		
TRBC2	0	0.696661872	1.620750336	0.458	0.006	0	8		
TRBC1	0	0.665713461	1.586352583	0.371	0.007	0	8		
DUSP2	0	0.662932589	1.583297749	0.45	0.042	0	8		
FYB1	0	0.646961682	1.565867002	0.532	0.084	0	8		
LCP1	0	0.567049292	1.481490415	0.495	0.085	0	8		
CD3G	0	0.557782813	1.472005246	0.425	0.003	0	8		
HCST	0	0.5534321	1.467572829	0.447	0.057	0	8		
STK4	0	0.546239247	1.460274153	0.46	0.062	0	8		
CORO1A	0	0.544425124	1.458439079	0.463	0.063	0	8		
CST7	0	0.539019222	1.452984409	0.388	0.017	0	8		
CD3E	0	0.534559392	1.448499706	0.415	0.005	0	8		
SRGN	0	0.527978925	1.441907808	0.728	0.15	0	8		
KIAA1551	0	0.511236729	1.425271465	0.429	0.085	0	8		
PIK3R1	0	0.487998316	1.402497614	0.369	0.055	0	8		
LEPROTL1	0	0.477327207	1.392162102	0.386	0.052	0	8		
ETS1	0	0.435406737	1.352292029	0.366	0.052	0	8		
SPOCK2	0	0.416359739	1.334555903	0.309	0.003	0	8		
CD48	0	0.415037006	1.333332878	0.354	0.032	0	8		
EVL	0	0.409987134	1.328673965	0.328	0.029	0	8		
DUSP4	0	0.409885342	1.328580221	0.283	0.031	0	8		
CD8A	0	0.399746026	1.319275643	0.256	0.004	0	8		
ACAP1	0	0.39530052	1.315216697	0.305	0.026	0	8		
FYN	0	0.393460741	1.313540552	0.333	0.024	0	8		
CYTIP	0	0.378834553	1.300291022	0.347	0.038	0	8		
CLEC2D	0	0.3750078	1.296846566	0.302	0.032	0	8		
RORA	0	0.373148341	1.295176165	0.286	0.011	0	8		
IL2RG	0	0.369307072	1.291732262	0.311	0.019	0	8		
CD7	0	0.361927996	1.285142195	0.251	0.006	0	8		
ITM2A	0	0.353478338	1.2776373	0.293	0.01	0	8		
IKZF1	0	0.321956253	1.250024397	0.269	0.028	0	8		
RUNX3	0	0.320035186	1.248360995	0.258	0.015	0	8		
LCK	0	0.299750424	1.230931452	0.256	0.003	0	8		
PPP2R5C	4.92E-301	0.377096449	1.298725424	0.331	0.049	1.02E-296	8		
TMSB4X	2.18E-293	0.685933715	1.608742826	1	0.969	4.52E-289	8		
JUND	4.72E-277	0.816785325	1.761476619	0.784	0.368	9.77E-273	8		
SLA	5.58E-275	0.358722812	1.28229021	0.3	0.043	1.16E-270	8		
SARAF	6.10E-264	0.585309418	1.50036074	0.531	0.154	1.26E-259	8		
GMFG	2.82E-257	0.409572612	1.328292258	0.404	0.083	5.84E-253	8		
HLA-C	3.71E-257	0.682215945	1.604602495	0.931	0.76	7.69E-253	8		
IRF1	2.57E-256	0.531950113	1.445882296	0.405	0.089	5.32E-252	8		
CNOT6L	1.47E-240	0.30987011	1.23959609	0.27	0.041	3.05E-236	8		
SMAP2	2.67E-240	0.452819003	1.368712087	0.382	0.082	5.53E-236	8		
CALM1	3.35E-237	0.645546375	1.564331616	0.797	0.376	6.94E-233	8		
FNBP1	1.03E-234	0.308043866	1.238027933	0.282	0.046	2.14E-230	8		
RPS29	5.54E-233	0.598320975	1.513953584	0.991	0.955	1.15E-228	8		
06-Sep	8.24E-232	0.401209261	1.32061438	0.356	0.074	1.71E-227	8		
ARHGDIB	2.78E-223	0.555479047	1.469656552	0.586	0.2	5.76E-219	8		
CCL4L2	3.24E-218	0.813357976	1.75729692	0.257	0.04	6.71E-214	8		
HLA-A	2.54E-217	0.60968685	1.525927957	0.988	0.911	5.27E-213	8		
RGCC	2.37E-207	0.343549827	1.268874889	0.286	0.051	4.90E-203	8		
TNFRSF1B	2.34E-198	0.336944804	1.263078937	0.254	0.043	4.85E-194	8		
STK17B	4.21E-198	0.437680632	1.354425116	0.391	0.103	8.71E-194	8		
HLA-F	7.61E-191	0.316503884	1.245309103	0.288	0.057	1.58E-186	8		
SRSF5	1.40E-190	0.512375091	1.426396523	0.522	0.189	2.90E-186	8		
PDCD4	2.64E-181	0.31448973	1.243571734	0.29	0.061	5.47E-177	8		
CD37	3.55E-171	0.275101569	1.210079279	0.289	0.061	7.35E-167	8		
BTG2	6.89E-168	0.376109151	1.297836954	0.36	0.094	1.43E-163	8		
DDX24	6.85E-164	0.476783463	1.391637503	0.495	0.187	1.42E-159	8		
PSMB9	1.15E-151	0.359699201	1.283158334	0.381	0.115	2.38E-147	8		
SRSF7	6.26E-144	0.53035329	1.444282831	0.612	0.31	1.30E-139	8		
KLF6	6.73E-142	0.540903117	1.454882979	0.557	0.248	1.39E-137	8		
ID2	1.15E-138	0.332797791	1.259453442	0.302	0.078	2.39E-134	8		
JUNB	2.85E-131	0.647274071	1.566206099	0.639	0.362	5.89E-127	8		
RPS14	1.23E-129	0.383238568	1.304266395	1	0.984	2.56E-125	8		
PFN1	3.18E-129	0.546679138	1.460719472	0.668	0.363	6.59E-125	8		
ELF1	3.97E-129	0.378985328	1.300426921	0.366	0.124	8.22E-125	8		
DDX5	6.71E-120	0.410901563	1.329516391	0.937	0.899	1.39E-115	8		
CREM	8.21E-120	0.311173796	1.240716753	0.28	0.077	1.70E-115	8		
